图书ID,书名,作者,出版社,是否借出
1519,当代数学精英:菲尔兹奖得主及其建树与见解.第3版,李心灿 ... [等] 编,上海科技教育出版社,0
1520,通往斯德哥尔摩之路:诺贝尔奖、科学和科学家,(匈) 伊什特万·豪尔吉陶伊著,上海科技教育出版社,0
1521,世界十大传奇帝王,史海渔夫著,中国铁道出版社,0
1522,政治其实很好玩,浪淘沙编著,人民日报出版社,0
1523,权力巅峰的舞者:环球首脑纵览,周有恒著,世界知识出版社,0
1524,领袖们,(美) 理查德·尼克松著,人民出版社,0
1525,塑造世界的21位统治者,(英) 菲莉帕·格里夫顿编著,中国画报出版社,0
1526,她们的传奇:率性而为的女性们,(法) 佩内洛普·芭桔编绘,中国友谊出版公司,0
1527,女性小传,(西) 罗莎·蒙特罗著,浙江人民出版社,0
1528,那些特别善于表达自己观点的女人,(加) 米歇尔·迪安著,社会科学文献出版社,0
1529,物·画·影:穿衣镜全球小史,(美) 巫鸿著,上海人民出版社,0
1530,近百年古城古墓发掘史.外一种: 六朝陵墓调查报告,郑振铎著,岳麓书社,0
1531,日本的祭礼,周洁主编,世界知识出版社,0
1532,日本人:一民族一国家私たちの歴史,能見正比古著,さえら書房,0
1533,日本民俗艺能巡礼,麻国钧著,外语教学与研究出版社,0
1534,日本民俗学方法序说:柳田国男与民俗学,(日) 福田亚细男著,学苑出版社,0
1535,信仰 体裁 社会:从爱沙尼亚民俗学的角度分析,(爱) 于鲁·瓦尔克著,中国大百科全书出版社,0
1536,中国东北地区城市地理,王士君 ... [等]著,科学出版社,0
1537,苏州记忆,秦兆基著,南京师范大学出版社,0
1538,街巷里弄,谭伟民著,古吴轩出版社,0
1539,扬州地名掌故,王克胜主编,南京师范大学出版社,0
1540,科学的南京,中国科学社编,东南大学出版社,0
1541,福建历史地理研究,刘锡涛著,福建教育出版社,0
1542,福州平原.第2版,中国地理百科丛书编委会编著,世界图书出版广东有限公司,0
1543,无锡读本,无锡市史志办公室编,方志出版社,0
1544,无锡名片,阴岭山著,南京出版社,0
1545,南京地名趣话.第2版,吕武进编,南京出版社,0
1546,南京城市地理变迁及现代景观,姚亦锋著,南京大学出版社,0
1547,漆桥村,主编徐耀新,江苏人民出版社,0
1548,追梦古城台儿庄,陈伟著,中华书局,0
1549,徽州古村落,主编李传玺,安徽科学技术出版社,0
1550,安庆人文历史二十讲,安庆市图书馆编,国家图书馆出版社,0
1551,南京红色地名,南京市行政区划地名协会编,南京出版社,0
1552,街头与市井,汪军著,上海三联书店,0
1553,中国江苏.2021.2021,江苏省人民政府新闻办公室编,译林出版社,0
1554,人工智能社会学,高崇著,北京邮电大学出版社,0
1555,战国策,(西汉) 刘向集录,团结出版社,0
1556,美学四讲,李泽厚著,长江文艺出版社,0
1557,怪奇人物博物馆,(日) 涩泽龙彦著,九州出版社,0
1558,牛,吴煦斌著,九州出版社,0
1559,马当家的饭桌,(韩)洪渊植编绘,湖南美术出版社,0
1560,香帅金融学讲义,香帅著,中信出版集团股份有限公司,0
1561,正义联盟:世界上最伟大英雄的12个故事,(英) 马克·米勒等编绘,民主与建设出版社,0
1562,此人文风平平无奇,七英俊著,长江出版社,0
1563,指弹吉他完整教程.第2版,卢家宏编著,吉林出版集团股份有限公司,0
1564,休战,(乌拉圭) 马里奥·贝内德蒂著,作家出版社有限公司,0
1565,浮世绘,潘力著,湖南美术出版社,0
1566,平台资本主义,(加) 尼克·斯尔尼塞克著,广东人民出版社,0
1567,西线无战事,(德) 埃里希·玛丽亚·雷马克著,上海文艺出版社,0
1568,野性的呼唤,(美) 杰克·伦敦著,江苏凤凰文艺出版社,0
1569,魔眼之匣谜案,(日) 今村昌弘著,北京联合出版公司,0
1570,国家与行政管理,(法) 帕特里克·热拉尔著,上海译文出版社有限公司,0
1571,盾构施工主要问题与案例分析,郭卫社主编,人民交通出版社股份有限公司,0
1572,如何成为不完美主义者,(美) 斯蒂芬·盖斯著,江西人民出版社,0
1573,“笨办法”学Python 3.第2版,(美) 泽德·A.肖著,人民邮电出版社,0
1574,戏说:王安忆谈艺术,王安忆著,东方出版中心,0
1575,专制主义统治下的臣民心理,谢天佑著,广西师范大学出版社,0
1576,弗洛伊德：幻象的制造,(美) 弗雷德里克·克鲁斯著,上海人民出版社,0
1577,历史与记忆,(英) 杰弗里·丘比特著,译林出版社,0
1578,宋帝国的危机与维系:信息、领土与人际网络:the crisis and maintenance of empire in Song China,(比) 魏希德,江苏人民出版社,0
1579,项目管理手册,高俊合主编,中国建筑工业出版社,0
1580,白鲸,(美) 赫尔曼·麦尔维尔著,江苏凤凰出版社,0
1581,艺术理论建构的知识学问题,刘春阳著,社会科学文献出版社,0
1582,中国动画电影叙事研究,伍婷著,武汉大学出版社,0
1583,定本 柄谷行人文学论集,(日) 柄谷行人著,中央编译出版社,0
1584,当代政治哲学十论,应奇著,浙江大学出版社,0
1585,JavaScript动态网站开发,裴雨龙编著,清华大学出版社,0
1586,PROCREATE时装画技法教程,五爷hey，张颖著,东华大学出版社,0
1587,消失的真实:现代社会的思想困境,金观涛著,中信出版集团,0
1588,康德论人类尊严,(德) 奥利弗·森森著,商务印书馆,0
1589,黑毡上的北魏皇帝.修订本,罗新著,上海三联书店,0
1590,致用与娱情:大清盛世的世俗绘画:vernacular painting in high Qing China,(美) 高居翰著,三联书店,0
1591,画语录:听王季迁谈中国书画的笔墨:definition of brushwork-oriented criteria in Chinese literati aes...,作者徐小虎,上海三联书店,0
1592,名侦探原田亘,(日) 白井智之著,人民文学出版社,0
1593,虚无的十字架,(日) 东野圭吾著,南海出版公司,0
1594,纪德论陀思妥耶夫斯基,(法) 安德烈·纪德著,广西师范大学出版社,0
1595,犬之力,(美) 托马斯·萨维奇著,新星出版社,0
1596,偶然的创造,(意) 埃莱娜·费兰特著,人民文学出版社,0
1597,结婚练习生,毛利著,台海出版社,0
1598,不能承受的生命之轻,米兰·昆德拉著,上海译文出版社,0
1599,制造宠物:支配与感情:dominance and affection,(美) 段义孚著,光启书局,0
1600,大明王朝的权力博弈:樊树志细说明朝人物,樊树志著,天地出版社,0
1601,当尘埃落尽,(加) 米歇尔·拉巴利亚著,四川美术出版社,0
1602,局外人 鼠疫,(法国) 阿尔贝·加缪著,译林出版社,0
1603,宋明儒学中的“身体”与“诠释”之维,陈立胜著,商务印书馆,0
1604,那些最重要的科学新发现,(美)约翰·布罗克曼编著,中国纺织出版社,0
1605,莉莉丝的孩子,(美) 奥克塔维娅·E. 巴特勒著,天地出版社,0
1606,学习贯彻党的二十大精神述评,新华通讯社编著,新华出版社,0
1607,万象自心出:中国古书画研究,何惠鉴著,上海书画出版社,0
1608,城北地带,苏童 [著],上海文艺出版社,0
1609,金榜题名之后:大学生出路分化之谜,郑雅君著,上海三联书店,0
1610,R语言数据分析与挖掘:微课版,谢佳标编著,人民邮电出版社,0
1611,道德愚人:置身道德高地之外:a case for amorality,(德) 汉斯-格奥尔格·梅勒著,东方出版中心有限公司,0
1612,中国古代文化常识:全新补订版,王力主编,天津人民出版社,0
1613,后电影视觉:运动影像媒介与观众的共同进化:the coevolution of moving-image media and the spectator,(美) 罗杰·F. 库克著,广西师范大学出版社,0
1614,江村经济:中国农民的生活:a field study of country life in the Yangtze valley,费孝通著,外语教学与研究出版社,0
1615,道德的演化,(澳) 理查德·乔伊斯著,译林出版社,0
1616,爱说教的男人,(美)丽贝卡·索尔尼特著,人民文学出版社,0
1617,艺术与物性,巫鸿编著,上海书画出版社,0
1618,数字营销概论,周茂君著,科学出版社,0
1619,生死疲劳,莫言著,浙江文艺出版社,0
1620,骗子家族,(日) 道尾秀介著,海南出版社,0
1621,纸帐篷,(加) 玛格丽特·阿特伍德著,河南文艺出版社,0
1622,第七重解答,(法) 保罗·霍尔特著,文汇出版社,0
1623,服务机器人理论设计实践与应用,付勇 ... [等] 主编,电子工业出版社,0
1624,科学简史,(英) W.C.丹皮尔著,中国华侨出版社,0
1625,科学革命,(美) 劳伦斯·普林西比著,译林出版社,0
1626,科学史十五讲,江晓原主编,北京大学出版社,0
1627,全球科技通史,吴军著,中信出版集团,0
1628,世界图景的机械化,(荷) 爱德华·扬·戴克斯特豪斯著,商务印书馆,0
1629,半小时漫画科学史,陈磊·半小时漫画团队著,文汇出版社,0
1630,自然史,(法) 布封著,天津科学技术出版社,0
1631,科学的画廊:图片里的科学史:key images in the history of science,(英) 约翰·D. 巴罗著,人民邮电出版社,0
1632,浪漫机器:拿破仑之后的乌托邦科学与技术,(美)约翰·特雷希著,中国科学技术出版社,0
1633,技术与文明,(美) 刘易斯·芒福德著,中国建筑工业出版社,0
1634,机器神话,(美) 刘易斯·芒福德著,上海三联书店,0
1635,科学史十五讲.第2版,江晓原主编,北京大学出版社,0
1636,于是一片光明:1543-1957人类科学探索四百年,汪有著,清华大学出版社,0
1637,科学技术史,主编胡晋源,贵州民族出版社,0
1638,克丽奥眼中的科学:科学编史学初论.第3版,刘兵著,商务印书馆,0
1639,科学史与科学哲学导论,(澳) 约翰·A.舒斯特著,上海科技教育出版社,0
1640,科技史与方法论,梁洪亮编著,北京邮电大学出版社,0
1641,科学简史:从亚里士多德到费曼,(德) 恩斯特·彼得·费舍尔著,浙江人民出版社,0
1642,机器的神话,(美) 刘易斯·芒福德著,中国建筑工业出版社,0
1643,中国科学与文明,姜生主编,山东大学出版社,0
1644,漫画半小时中国科技史,胖乐胖乐著绘,科学技术文献出版社,0
1645,中国古代重要科技发明创造,中国科学院自然科学史研究所编著,中国科学技术出版社,0
1646,天工开物,(明) 宋应星撰,人民出版社,0
1647,奇器天工,萧国鸿著,湖南科学技术出版社,0
1648,天工开物译注,(明) 宋应星著,上海古籍出版社,0
1649,考工记译注,闻人军译注,上海古籍出版社,0
1650,工开万物:17世纪中国的知识与技术:knowledge and technology in Seventeenth-century China,(德) 薛凤著,江苏人民出版社,0
1651,考工记译注.修订本,闻人军译注,上海古籍出版社,0
1652,中国科学技术史稿.修订版,杜石然 ... [等] 编著,北京大学出版社,0
1653,科学传统与文化:中国近代科学落后的原因,"中科院""自""杂志社编",陕西科技出版社,0
1654,中华科学文明史.第2版,李约瑟原著,上海人民出版社,0
1655,考工记图说,戴吾三编著,山东画报出版社,0
1656,《考工记》名物汇证,汪少华编著,上海教育出版社,0
1657,日本科技150年,(日) 山本义隆著,浙江人民出版社,0
1658,西方科学的起源,(美) 戴维·林德伯格著,湖南科学技术出版社,0
1659,科学革命与现代科学的起源, (英) 约翰·亨利著,北京大学出版社,0
1660,科学的终结:双语版,(美) 约翰·霍根著,清华大学出版社,0
1661,科学革命与现代科学的起源.第3版,(英) 约翰·亨利著,北京大学出版社,0
1662,技术与文明:我们的时代和未来,张笑宇主编,广西师范大学出版社,0
1663,美国技术简史:技术信念改变世界:a history of individuals and ideas,(美) 卡罗尔·普塞尔主编,中国科学技术出版社,0
1664,科学技术博物馆,(英) 斯特拉·V. F. 巴特勒著,北京师范大学出版社,0
1665,中国现代科技馆体系研究,主编程东红,中国科学技术出版社,0
1666,国家的科学:伦敦科学博物馆的历史透视:perspectives on the history of the Science Museum,(英)皮特·J. T.莫里斯主编,北京师范大学出版社,0
1667,欧洲自然史:生命如何创造、塑造和改造这片土地,(澳) 蒂姆·弗兰纳里著,海峡书局,0
1668,几何原本,(古希腊) 欧几里得原著,人民日报出版社,0
1669,黑石头的爱与恨:煤的故事,(美) 巴巴拉·弗里兹著,中信出版社,0
1670,伤寒贯珠集,(清)尤在泾编,上海科技出版社,0
1671,消化内科急危重症,主编梁名吉,中国协和医科大学出版社,0
1672,复合材料板壳力学解析理论,张承宗著,国防工业出版社,0
1673,医用X线机基础, An Chang Fu Zhu,黑龙江科学技术出版社,0
1674,图解三相电动机绕组嵌线·布线·接线,孙洋编,科学出版社,0
1675,现代交流电机的控制原理及DSP实现,马骏杰 ... [等] 编著,北京航空航天大学出版社,0
1676,VLSI设计基础.第2版,李伟华编著,电子工业出版社,0
1677,Visual Basic从入门到精通.第5版,明日科技编著,清华大学出版社,0
1678,笔试+上机试题分析解答.二级Visual Basic程序设计,缪春池 ... [等] 编著,西安电子科技大学出版社,0
1679,全国计算机等级考试要典.Visual Basic程序设计真题例解与仿真训练,黄明 ... [等] 编著,大连理工大学出版社,0
1680,21天学通Visual Basic.第5版,马军编著,电子工业出版社,0
1681,Visual Basic简明教程,主编马力,机械工业出版社,0
1682,全国计算机等级考试一本通.二级C++,全国计算机等级考试命题研究组编,化学工业出版社,0
1683,VC++项目开发实战密码,朱桂英编著,清华大学出版社,0
1684,C语言程序设计实践教程:基于VS2010环境,刘光蓉 ... [等] 编著,清华大学出版社,0
1685,C/C++代码调试的艺术,张海洋著,人民邮电出版社,0
1686,C++进阶心法,吕吕,北京航空航天大学出版社,0
1687,C++代码整洁之道:C++17可持续软件开发模式实践:sustainable software development patterns and best pr...,(德) 斯蒂芬·罗斯著,机械工业出版社,0
1688,深入体验VC++项目开发,管西京编著,清华大学出版社,0
1689,C++程序设计,(美) Y.Daniel Liang著,机械工业出版社,0
1690,分形算法与程序设计:Visual C++实现,孙博文编著,科学出版社,0
